epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
67,13424.7,1.00243,1.04708,0.48552,0.00158,0.2881,0.92361,0.94207,0.96221,0.79659,0.91411,0.93278,0.9492,0.61556,0.77843,0.91856,0.36057,0.00144,0,0.0003466,0.0003466,0.0003466
68,13623.7,0.98735,1.03787,0.47955,0.00158,0.28474,0.93158,0.93885,0.96359,0.80031,0.92119,0.92926,0.9508,0.62185,0.76954,0.91133,0.35641,0.00142,0,0.0003367,0.0003367,0.0003367
69,13823.3,0.99004,1.0334,0.49117,0.00158,0.29076,0.93009,0.93181,0.96105,0.7962,0.92663,0.91746,0.94795,0.61319,0.76881,0.90958,0.362,0.00142,0,0.0003268,0.0003268,0.0003268
70,14022.5,0.97899,1.02399,0.46635,0.00158,0.27044,0.92029,0.94459,0.96285,0.79964,0.91289,0.93248,0.94972,0.6186,0.77088,0.91117,0.35816,0.00143,0,0.0003169,0.0003169,0.0003169
71,14221.3,0.9985,1.03532,0.47831,0.00156,0.27895,0.93351,0.93107,0.96298,0.80099,0.91386,0.92836,0.94988,0.61703,0.77187,0.91619,0.35891,0.00142,0,0.000307,0.000307,0.000307
72,14420.9,0.98173,1.02278,0.47703,0.00155,0.27976,0.93077,0.93495,0.96101,0.79969,0.9214,0.92599,0.94844,0.61827,0.7659,0.91239,0.35731,0.00141,0,0.0002971,0.0002971,0.0002971
73,14620.3,0.99144,1.03557,0.47719,0.00155,0.27987,0.93541,0.93548,0.96336,0.80273,0.92439,0.92552,0.95099,0.61856,0.76339,0.91,0.35448,0.00141,0,0.0002872,0.0002872,0.0002872
74,14819.9,0.97652,1.01358,0.46094,0.00154,0.27751,0.93227,0.93475,0.96277,0.80239,0.92365,0.92232,0.94985,0.61703,0.76019,0.90817,0.35525,0.0014,0,0.0002773,0.0002773,0.0002773
75,15019,0.98024,1.02247,0.464,0.00156,0.26619,0.93809,0.93325,0.96393,0.80515,0.93169,0.91968,0.95123,0.61964,0.76339,0.90873,0.35418,0.00141,0,0.0002674,0.0002674,0.0002674
76,15218.6,0.97531,1.0097,0.46335,0.00154,0.27215,0.93819,0.93489,0.96379,0.80323,0.92967,0.92226,0.95202,0.61967,0.76022,0.90706,0.3539,0.0014,0,0.0002575,0.0002575,0.0002575
