epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
27,713.396,0.91452,0.99863,0.74486,0.00428,0.4097,0.77084,0.58553,0.65782,0.52018,0.75851,0.55436,0.61989,0.4104,0.7913,0.9053,0.59924,0.00685,0,0.000441047,0.000441047,0.000441047
28,738.446,0.91554,1.00509,0.76748,0.00432,0.40234,0.7684,0.59669,0.65944,0.50572,0.74039,0.56485,0.62092,0.39487,0.82244,0.8986,0.61938,0.00736,0,0.000423049,0.000423049,0.000423049
29,764.198,0.88789,1.00844,0.73883,0.00408,0.39106,0.82785,0.64296,0.70204,0.54524,0.81805,0.62938,0.68324,0.4561,0.79827,0.86487,0.65943,0.00719,0,0.00040505,0.00040505,0.00040505
30,789.204,0.83888,0.89416,0.68299,0.00417,0.35332,0.82703,0.62218,0.71544,0.571,0.80837,0.60395,0.68216,0.48882,0.7941,0.88199,0.61391,0.00705,0,0.000387052,0.000387052,0.000387052
31,814.642,0.86062,0.92907,0.7028,0.00406,0.35536,0.80368,0.64098,0.71111,0.54937,0.81945,0.58722,0.65911,0.44573,0.81151,0.89205,0.60235,0.00687,0,0.000369054,0.000369054,0.000369054
32,840.067,0.84391,0.95742,0.66977,0.0038,0.33804,0.75394,0.69464,0.74187,0.60336,0.73769,0.65448,0.71326,0.49243,0.75144,0.85138,0.57966,0.00662,0,0.000351056,0.000351056,0.000351056
33,865.265,0.81265,0.89922,0.67087,0.00407,0.35,0.84779,0.61529,0.73852,0.59129,0.84308,0.5928,0.70746,0.49279,0.72476,0.84389,0.57412,0.00618,0,0.000333058,0.000333058,0.000333058
34,891.024,0.88176,1.01332,0.69681,0.00398,0.35644,0.84022,0.63984,0.71517,0.57045,0.83755,0.60772,0.67798,0.46894,0.73402,0.85467,0.54236,0.00635,0,0.000315059,0.000315059,0.000315059
35,916.169,0.9114,1.01428,0.672,0.00359,0.36154,0.85135,0.64086,0.71737,0.57744,0.83209,0.62373,0.68891,0.48827,0.73593,0.84232,0.55963,0.0063,0,0.000297061,0.000297061,0.000297061
36,941.652,0.86226,0.99376,0.65428,0.00368,0.33469,0.862,0.59155,0.69973,0.57682,0.85326,0.57512,0.67717,0.4782,0.73493,0.83815,0.57775,0.00625,0,0.000279063,0.000279063,0.000279063
37,966.526,0.80084,0.88759,0.63935,0.00402,0.35019,0.69513,0.67146,0.71357,0.57519,0.67733,0.6511,0.68304,0.45958,0.75115,0.84704,0.59863,0.00653,0,0.000261065,0.000261065,0.000261065
38,991.707,0.84339,0.93811,0.64547,0.00394,0.33078,0.72102,0.72217,0.74656,0.60421,0.69929,0.69762,0.71492,0.50614,0.73566,0.83322,0.55732,0.00622,0,0.000243067,0.000243067,0.000243067
39,1017.19,0.82574,0.9266,0.63132,0.00373,0.31951,0.73968,0.72275,0.76081,0.62605,0.7154,0.68419,0.72689,0.51897,0.71589,0.82909,0.51281,0.00605,0,0.000225068,0.000225068,0.000225068
40,1042.44,0.79859,0.89269,0.59206,0.00366,0.27878,0.75008,0.7355,0.75765,0.61346,0.72581,0.70784,0.71867,0.50154,0.74049,0.83625,0.51981,0.00636,0,0.00020707,0.00020707,0.00020707
41,1096.55,0.69399,0.76433,0.51283,0.00531,0.18033,0.69027,0.72464,0.73707,0.59745,0.66899,0.69971,0.70188,0.48491,0.76957,0.83477,0.56512,0.00696,0,0.000189072,0.000189072,0.000189072
42,1120.92,0.73222,0.77705,0.51681,0.00496,0.16716,0.74284,0.73036,0.73932,0.60498,0.72193,0.70708,0.70931,0.49524,0.70207,0.82268,0.53904,0.006,0,0.000171074,0.000171074,0.000171074
43,1145.11,0.75255,0.82613,0.53843,0.00436,0.16081,0.72941,0.71905,0.72928,0.58583,0.70158,0.68457,0.6849,0.47447,0.73443,0.83429,0.54316,0.00631,0,0.000153076,0.000153076,0.000153076
44,1169.66,0.73103,0.82228,0.49854,0.0044,0.16265,0.71404,0.71344,0.75063,0.60742,0.68962,0.68556,0.71609,0.4944,0.71786,0.82772,0.51478,0.00597,0,0.000135077,0.000135077,0.000135077
45,1195.33,0.68569,0.79194,0.48266,0.00429,0.14841,0.66362,0.73237,0.75447,0.6102,0.63803,0.70012,0.71597,0.49378,0.71661,0.82578,0.51441,0.00602,0,0.000117079,0.000117079,0.000117079
46,1219.76,0.67117,0.73735,0.47447,0.00439,0.15524,0.71781,0.72497,0.74792,0.60324,0.69285,0.69575,0.71214,0.49378,0.71536,0.82591,0.52001,0.00594,0,9.9081e-05,9.9081e-05,9.9081e-05
47,1245.02,0.64348,0.72393,0.44647,0.00433,0.15419,0.72361,0.71402,0.74129,0.59108,0.69743,0.6872,0.70363,0.4843,0.71382,0.8269,0.50697,0.00585,0,8.10828e-05,8.10828e-05,8.10828e-05
48,1269.58,0.6777,0.78445,0.46772,0.00418,0.14961,0.76207,0.66997,0.74009,0.58993,0.73473,0.64588,0.70019,0.47872,0.70668,0.83641,0.50057,0.00573,0,6.30846e-05,6.30846e-05,6.30846e-05
49,1294.09,0.63566,0.70297,0.45147,0.00402,0.14399,0.75398,0.70653,0.75574,0.60645,0.73209,0.68085,0.72031,0.49695,0.71089,0.83108,0.48855,0.00584,0,4.50864e-05,4.50864e-05,4.50864e-05
50,1319.56,0.67675,0.76126,0.46186,0.00407,0.15142,0.75135,0.71687,0.74887,0.60292,0.72829,0.69223,0.7141,0.49322,0.70074,0.82659,0.48767,0.00577,0,2.70882e-05,2.70882e-05,2.70882e-05
